ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-03-14,176.9581294945391,157.89881624787276,205.38759064447532,176.9581294945391,176.9581294945391,4.121344662296125,4.121344662296125,4.121344662296125,4.121344662296125,4.121344662296125,4.121344662296125,0.0,0.0,0.0,181.07947415683523
2024-03-15,176.42005618964484,159.34843464148568,203.2987193838164,176.42005618964484,176.42005618964484,4.392535462071103,4.392535462071103,4.392535462071103,4.392535462071103,4.392535462071103,4.392535462071103,0.0,0.0,0.0,180.81259165171593
2024-03-18,175.1271208087703,156.9955137119258,201.9042479514152,175.1271208087703,175.1271208087703,3.933569211771064,3.933569211771064,3.933569211771064,3.933569211771064,3.933569211771064,3.933569211771064,0.0,0.0,0.0,179.06069002054136
2024-03-19,174.69614234847876,155.83801645288256,202.44826637893195,174.69614234847876,174.69614234847876,6.013684567134073,6.013684567134073,6.013684567134073,6.013684567134073,6.013684567134073,6.013684567134073,0.0,0.0,0.0,180.70982691561284
2024-03-20,174.26516388818723,155.20582787084396,203.1827307894169,174.26516388818723,174.26516388818723,5.485970907464601,5.485970907464601,5.485970907464601,5.485970907464601,5.485970907464601,5.485970907464601,0.0,0.0,0.0,179.75113479565184
2024-03-21,173.83418542789573,156.42314993477882,201.27872862980567,173.83418542789573,173.83418542789573,4.121344662295508,4.121344662295508,4.121344662295508,4.121344662295508,4.121344662295508,4.121344662295508,0.0,0.0,0.0,177.95553009019125
2024-03-22,173.4032069676042,156.12180114801149,200.25592458901025,173.4032069676042,173.4032069676042,4.3925354620607,4.3925354620607,4.3925354620607,4.3925354620607,4.3925354620607,4.3925354620607,0.0,0.0,0.0,177.7957424296649
2024-03-25,172.11027158672962,155.57761745101473,198.70225651917622,172.11027158672962,172.11027158672962,3.9335692117836403,3.9335692117836403,3.9335692117836403,3.9335692117836403,3.9335692117836403,3.9335692117836403,0.0,0.0,0.0,176.04384079851326
2024-03-26,171.6792931264381,155.33215831389782,200.5314680115082,171.6792931264381,171.6792931264381,6.013684567138204,6.013684567138204,6.013684567138204,6.013684567138204,6.013684567138204,6.013684567138204,0.0,0.0,0.0,177.6929776935763
2024-03-27,171.24831466614657,154.28717312364256,198.48046571034243,171.24831466614657,171.24831466614657,5.4859709074641945,5.4859709074641945,5.4859709074641945,5.4859709074641945,5.4859709074641945,5.4859709074641945,0.0,0.0,0.0,176.73428557361078
2024-03-28,170.9963092054989,151.8615862177582,197.50505378396826,170.9963092054989,170.9963092054989,4.121344662302872,4.121344662302872,4.121344662302872,4.121344662302872,4.121344662302872,4.121344662302872,0.0,0.0,0.0,175.11765386780178
2024-04-01,169.98828736290812,149.2388574490461,196.45522899946266,169.98828736290812,169.98828736290812,3.933569211783513,3.933569211783513,3.933569211783513,3.933569211783513,3.933569211783513,3.933569211783513,0.0,0.0,0.0,173.92185657469165
2024-04-02,169.73628190226046,154.7615417744894,198.15723461072145,169.73628190226046,169.73628190226046,6.013684567138533,6.013684567138533,6.013684567138533,6.013684567138533,6.013684567138533,6.013684567138533,0.0,0.0,0.0,175.749966469399
2024-04-03,169.48427644161276,151.80047832301003,196.8607922372372,169.48427644161276,169.48427644161276,5.485970907466654,5.485970907466654,5.485970907466654,5.485970907466654,5.485970907466654,5.485970907466654,0.0,0.0,0.0,174.97024734907941
2024-04-04,169.23227098096504,148.22052961675004,194.9008058728517,169.23227098096504,169.23227098096504,4.1213446623022545,4.1213446623022545,4.1213446623022545,4.1213446623022545,4.1213446623022545,4.1213446623022545,0.0,0.0,0.0,173.3536156432673
2024-04-05,168.98026552031737,151.01401715329658,195.10052713618896,168.98026552031737,168.98026552031737,4.392535462085094,4.392535462085094,4.392535462085094,4.392535462085094,4.392535462085094,4.392535462085094,0.0,0.0,0.0,173.37280098240248
2024-04-08,168.22424913837432,150.741681404316,195.90653229811693,168.22424913837432,168.22424913837432,3.9335692118087917,3.9335692118087917,3.9335692118087917,3.9335692118087917,3.9335692118087917,3.9335692118087917,0.0,0.0,0.0,172.1578183501831
2024-04-09,167.97224367772662,150.86817030315297,196.03353723521337,167.97224367772662,167.97224367772662,6.0136845671342565,6.0136845671342565,6.0136845671342565,6.0136845671342565,6.0136845671342565,6.0136845671342565,0.0,0.0,0.0,173.98592824486087
2024-04-10,167.94662405705157,153.0056362577843,196.25563880588624,167.94662405705157,167.94662405705157,5.485970907468698,5.485970907468698,5.485970907468698,5.485970907468698,5.485970907468698,5.485970907468698,0.0,0.0,0.0,173.43259496452026
2024-04-11,167.92100443637648,149.49478270002518,194.96379248220987,167.92100443637648,167.92100443637648,4.1213446623016345,4.1213446623016345,4.1213446623016345,4.1213446623016345,4.1213446623016345,4.1213446623016345,0.0,0.0,0.0,172.0423490986781
2024-04-12,167.8953848157014,149.30022726897258,194.83095251070583,167.8953848157014,167.8953848157014,4.392535462074693,4.392535462074693,4.392535462074693,4.392535462074693,4.392535462074693,4.392535462074693,0.0,0.0,0.0,172.2879202777761
2024-04-15,167.81852595367613,148.9152280078821,192.57377780469366,167.81852595367613,167.81852595367613,3.9335692118086647,3.9335692118086647,3.9335692118086647,3.9335692118086647,3.9335692118086647,3.9335692118086647,0.0,0.0,0.0,171.7520951654848
2024-04-16,167.79290633300104,150.5117593901717,197.6084771007738,167.79290633300104,167.79290633300104,6.013684567129978,6.013684567129978,6.013684567129978,6.013684567129978,6.013684567129978,6.013684567129978,0.0,0.0,0.0,173.80659090013103
2024-04-17,167.76728671232596,150.2999738126682,195.9996123141221,167.76728671232596,167.76728671232596,5.4859709074658385,5.4859709074658385,5.4859709074658385,5.4859709074658385,5.4859709074658385,5.4859709074658385,0.0,0.0,0.0,173.25325761979178
2024-04-18,167.74166709165087,151.00964825805167,195.32539115537736,167.74166709165087,167.74166709165087,4.121344662305008,4.121344662305008,4.121344662305008,4.121344662305008,4.121344662305008,4.121344662305008,0.0,0.0,0.0,171.86301175395587
2024-04-19,167.71604747097578,148.83280482263604,194.61477501649475,167.71604747097578,167.71604747097578,4.3925354621094925,4.3925354621094925,4.3925354621094925,4.3925354621094925,4.3925354621094925,4.3925354621094925,0.0,0.0,0.0,172.10858293308527
2024-04-22,168.34744741163547,150.4199650149224,195.07252597446376,168.34744741163547,168.34744741163547,3.933569211808538,3.933569211808538,3.933569211808538,3.933569211808538,3.933569211808538,3.933569211808538,0.0,0.0,0.0,172.281016623444
2024-04-23,168.55791405852202,151.80623679172268,196.15590761882422,168.55791405852202,168.55791405852202,6.013684567134111,6.013684567134111,6.013684567134111,6.013684567134111,6.013684567134111,6.013684567134111,0.0,0.0,0.0,174.57159862565612
2024-04-24,168.76838070540862,153.2091599761457,196.8600316595833,168.76838070540862,168.76838070540862,5.485970907465431,5.485970907465431,5.485970907465431,5.485970907465431,5.485970907465431,5.485970907465431,0.0,0.0,0.0,174.25435161287405
2024-04-25,168.97884735229516,149.9762655088467,195.79712384226238,168.97884735229516,168.97884735229516,4.121344662290819,4.121344662290819,4.121344662290819,4.121344662290819,4.121344662290819,4.121344662290819,0.0,0.0,0.0,173.10019201458599
